imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,perf_review_accuracyval.started,perf_review_accuracyval.stopped,perf_key_resp_3.keys,perf_key_resp_3.rt,perf_key_resp_3.started,perf_key_resp_3.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_15.jpg,LZ_scrambled\LZ_scrambled_153.jpg,LZ_scrambled\LZ_scrambled_192.jpg,LZ_scrambled\LZ_scrambled_171.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_7.jpg,0,l,2,21,0,0,0,0,,,,,,,,,,,,,9.462971300003119,None,10.42880300001707,None,11.564465200004634,12.565806699974928,12.538881899963599,13.544651000003796,13.539505900000222,14.54494369996246,14.538703400001395,None,15.427243300015107,16.428278099978343,16.42044459999306,None,l,1,0.6835890999645926,1.0033546999911778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_109.jpg,LZ_scrambled\LZ_scrambled_114.jpg,LZ_scrambled\LZ_scrambled_185.jpg,LZ_scrambled\LZ_scrambled_177.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_222.jpg,0,l,2,21,0,1,1,1,,,,,,,,,,,,,,,17.119586599990726,None,18.196174199983943,19.198538099997677,19.191789100004826,20.191205799987074,20.191205799987074,21.191016199998558,21.191016199998558,None,22.140964999969583,23.14358719997108,23.135508299979847,None,l,1,2.1366386000299826,1.005360200011637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_225.jpg,LZ_scrambled\LZ_scrambled_27.jpg,LZ_scrambled\LZ_scrambled_96.jpg,LZ_scrambled\LZ_scrambled_51.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_158.jpg,0,l,2,21,0,2,2,2,,,,,,,,,,,,,,,25.285040399990976,None,26.36233540001558,27.36441039998317,27.35846009996021,28.364726900006644,28.358342299994547,29.357810299959965,29.357810299959965,None,30.308768599992618,31.31081549997907,31.30228589999024,None,l,1,0.4259460000321269,1.0036640000180341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_84.jpg,LZ_scrambled\LZ_scrambled_55.jpg,LZ_scrambled\LZ_scrambled_202.jpg,LZ_scrambled\LZ_scrambled_146.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_224.jpg,0,l,2,21,0,3,3,3,,,,,,,,,,,,,,,31.737572300015017,None,32.81014660000801,33.80889509996632,33.80273940000916,34.80264740000712,34.80264740000712,35.80250280001201,35.80250280001201,None,36.761324299965054,37.76301659998717,37.75377030001255,None,l,1,0.694683299981989,1.0032430999563076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_74.jpg,LZ_scrambled\LZ_scrambled_31.jpg,LZ_scrambled\LZ_scrambled_113.jpg,LZ_scrambled\LZ_scrambled_58.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_113.jpg,1,a,2,21,0,4,4,4,,,,,,,,,,,,,,,38.45752170000924,None,39.53532719996292,40.53819270001259,40.53199320001295,41.531569999991916,41.531569999991916,42.53164719999768,42.53164719999768,None,43.475855899974704,44.477378999989014,44.46904930000892,None,l,0,1.1867453000159003,1.0039029499748722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_117.jpg,LZ_scrambled\LZ_scrambled_187.jpg,LZ_scrambled\LZ_scrambled_67.jpg,LZ_scrambled\LZ_scrambled_147.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_67.jpg,1,a,2,21,0,5,5,5,,,,,,,,,,,,,,,45.6667010000092,None,46.75673749996349,47.76042469998356,47.74764319998212,48.74729400000069,48.74729400000069,49.74696949997451,49.74696949997451,None,50.68733029998839,51.693080900004134,51.68472869996913,None,l,0,3.075627300015185,1.0035523499827832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_115.jpg,LZ_scrambled\LZ_scrambled_17.jpg,LZ_scrambled\LZ_scrambled_100.jpg,LZ_scrambled\LZ_scrambled_11.jpg,LZ_scrambled\LZ_scrambled_46.jpg,LZ_scrambled\LZ_scrambled_49.jpg,LZ_scrambled\LZ_scrambled_53.jpg,LZ_scrambled\LZ_scrambled_145.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_115.jpg,1,a,2,22,0,6,6,6,,,,,,,,,,,,,,,54.76956009998685,None,,,,,,,,,59.73741080000764,60.7416698000161,60.73322110000299,None,l,0,0.3872739999787882,1.0013398000155576,None,56.00171209999826,56.45490149996476,56.490522200008854,56.94091820000904,56.9905807999894,57.44112909998512,57.490302399965,57.94059740001103,57.99061659997096,58.44105749996379,58.490655299974605,58.940878800000064,58.99068879999686,59.44106929999543,59.49041049997322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_68.jpg,LZ_scrambled\LZ_scrambled_151.jpg,LZ_scrambled\LZ_scrambled_97.jpg,LZ_scrambled\LZ_scrambled_87.jpg,LZ_scrambled\LZ_scrambled_125.jpg,LZ_scrambled\LZ_scrambled_172.jpg,LZ_scrambled\LZ_scrambled_133.jpg,LZ_scrambled\LZ_scrambled_75.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_87.jpg,1,a,2,22,0,7,7,7,,,,,,,,,,,,,,,61.13131249998696,None,,,,,,,,,66.10436719999416,67.1104882999789,67.10134069999913,None,l,0,0.3942770999856293,1.0025553500163369,None,62.27866869996069,62.732475099968724,62.768234799965285,63.21874849998858,63.267869299976155,63.71895419998327,63.76834820001386,64.21859649999533,64.26809279998997,64.71894230000908,64.7680503000156,65.21852980001131,65.2678956000018,65.71841929998482,65.76770339999348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_141.jpg,LZ_scrambled\LZ_scrambled_164.jpg,LZ_scrambled\LZ_scrambled_215.jpg,LZ_scrambled\LZ_scrambled_30.jpg,LZ_scrambled\LZ_scrambled_131.jpg,LZ_scrambled\LZ_scrambled_144.jpg,LZ_scrambled\LZ_scrambled_214.jpg,LZ_scrambled\LZ_scrambled_93.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_238.jpg,0,l,2,22,0,8,8,8,,,,,,,,,,,,,,,67.50620509998407,None,,,,,,,,,72.49230270000407,73.49989139998797,73.49047570000403,None,l,1,0.6138580000260845,1.0062317500123754,None,68.66263440001057,69.11479989998043,69.1571645999793,69.60780639998848,69.65672709996579,70.10781089996453,70.15716519998387,70.607910599967,70.65725479996763,71.10766139999032,71.15691620000871,71.6075577000156,71.65698179998435,72.10757539997576,72.15731659997255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
LZ_scrambled\LZ_scrambled_168.jpg,LZ_scrambled\LZ_scrambled_1.jpg,LZ_scrambled\LZ_scrambled_90.jpg,LZ_scrambled\LZ_scrambled_198.jpg,LZ_scrambled\LZ_scrambled_206.jpg,LZ_scrambled\LZ_scrambled_219.jpg,LZ_scrambled\LZ_scrambled_121.jpg,LZ_scrambled\LZ_scrambled_197.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_168.jpg,1,a,2,22,0,9,9,9,,,,,,,,,,,,,,,74.11653349996777,None,,,,,,,,,79.0930706000072,80.09616790001746,80.08765719999792,None,l,0,0.8878590000094846,1.0057965999585576,None,75.28196110000135,75.7328722999664,75.77515200001653,76.22593979997328,76.27496899996186,76.72574999998324,76.77514529996552,77.22575169999618,77.27507979999064,77.72562739998102,77.77492419996997,78.22572210000362,78.27503610000713,78.72562059998745,78.77537749998737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1738,new_STLI_practise_scram,2020.2.10,143.16802208176387,
